,per_it_avg_total_length,per_it_avg_max_path_length,per_it_avg_fitness,per_it_best_fitness
0,60014.07434343343,6026.237850408422,362493021.0003846,302294359.88665384
1,60238.40712666533,5018.299359261099,302294359.88665384,302294359.88665384
2,61310.537514231095,5771.8046882259105,361169275.0190691,300435119.4583101
3,61011.72224673893,5807.041698386909,361879137.4235043,299104055.73806816
4,59602.67300237519,5018.299359261099,299104055.73806816,299104055.73806816
5,59659.8672473975,5018.299359261099,299391073.581217,299104055.73806816
6,59699.74867968019,5018.299359261099,299591210.54728776,299104055.73806816
7,59509.16072121619,5018.299359261099,298634783.11744493,294835311.3905661
8,58759.6134560395,5054.3426542234465,296996884.23467124,293719614.5208886
9,58676.2118597792,5018.299359261099,294454796.3797984,293719614.5208886
10,58529.71165995493,5018.299359261099,293719614.5208887,293719614.5208886
11,58503.94044509142,5018.299359261099,293590286.8498517,292426337.81051904
12,58262.43598299192,5018.299359261099,292378345.16243917,291946411.3297194
13,58176.36422804119,5018.299359261099,291946411.3297194,291946411.3297194
14,58183.266754458906,5018.299359261099,291981050.27361864,290577862.76098365
15,57903.65260389105,5018.299359261099,290577862.7609836,290577862.76098365
16,57887.28748951296,5018.299359261099,290495737.7179858,289756612.331006
17,57831.950867290514,5018.299359261099,290218041.9821434,289756612.33100593
18,57736.45534292024,5044.276384661929,291238730.337957,289578657.5547835
19,57704.5402882106,5018.299359261099,289578657.55478346,289578657.55478346
20,57630.79685546881,5018.299359261099,289208590.93350565,283540452.16157645
21,57576.90022324065,5744.0532915453,337750354.0988976,283540452.16157645
22,57553.928668307024,5748.833133292285,337788740.12834805,283540452.16157645
23,56538.35211739682,5018.299359261099,283726376.2044108,283540452.16157645
24,56501.302904202465,5018.299359261099,283540452.16157645,283540452.16157645
25,56740.78344973891,5018.299359261099,284742237.2297975,283540452.16157645
26,56626.81554243391,4930.884632565634,279231266.202284,234149992.64849156
27,57632.07494230056,4907.979532940597,289832155.25418115,234149992.64849156
28,56501.302904202465,4149.957296532222,234477994.2508722,234149992.64849156
29,56457.34761421774,4105.750408455076,231814969.6417109,210799762.5806848
30,56061.75000435517,3797.6730552532076,212904197.42188102,210799762.5806848
31,56115.258991823204,3768.8198974877732,211487839.9345723,210113417.7342399
32,57129.17291985757,4655.214837851733,274739210.61088884,209807049.86939257
33,55980.005968997255,3747.8925955382633,209807049.86939257,209807049.86939257
34,56084.75376667305,3773.2113774655763,211634180.66866317,209807049.86939257
35,55998.86626625944,3758.2809957433683,210459278.9433413,208713951.1636888
36,55821.734846325286,3747.8925955382633,209213866.7006428,208713951.1636888
37,55693.316578357444,3754.516043319275,209102064.9425766,208345538.0855371
38,55590.05034817841,3747.8925955382633,208345538.08553714,208345538.0855371
39,56606.224107686394,4576.246982335874,266619830.1771615,208345538.0855371
40,55738.68302178437,3747.8925955382633,208902597.38239995,208345538.0855371
41,55730.48858049617,3774.6113617097703,210394706.41619498,208345538.08553708
42,56665.6476672166,4649.393878952469,272187786.6827823,208345538.08553708
43,55570.43135514632,3747.8925955382633,208272008.2068202,207610239.29836833
44,55603.93810928763,3801.1327985997705,211405068.16481274,207610239.29836833
45,55413.25571885719,3793.1179033340013,210220354.7160197,206103436.1000109
46,55108.47888287512,3769.5357565864097,207732386.8094275,206103436.1000109
47,55110.34609724673,3782.410337161432,208486763.9498286,206103436.1000109
48,55008.55297442225,3747.8925955382633,206166148.38411146,206103436.1000109
49,56061.51074708437,4639.874576468143,268705679.90708923,206103436.1000109
50,54991.82029532276,3734.9141380840892,205389727.09998044,198966346.09970632
51,54982.03891314923,3631.539394677963,199669571.69021726,198356668.55191776
52,54797.5182984945,3618.1080209965176,198263340.4864864,197423387.89760423
53,54600.41005214391,3618.1080209965176,197550181.5593608,197180890.79910606
54,54498.34268485922,3618.1080209965176,197180890.79910606,197180890.79910606
55,54498.34268485922,3618.1080209965176,197180890.79910606,197180890.79910606
56,55513.650945076966,4491.11378898476,257353275.71651134,195580193.20280683
57,54255.442447441004,3664.4765179111237,198830044.09115088,195580193.20280683
58,54055.92980304085,3605.0695397585464,194875385.97626883,188532120.93742654
59,54001.8625988696,3487.723208616807,188343549.4946134,186835928.1637248
60,53569.59741017461,3487.723208616807,186835928.1637248,186835928.16372475
61,53788.871215035535,3487.723208616807,187600694.50197992,186074922.39056587
62,53351.401834539836,3520.7930001283116,187839242.1260806,186074922.39056587
63,54412.06853259436,4361.674242222344,245076719.1001742,185502563.04318362
64,53307.933187552306,3561.211074289263,189920591.0262858,185502563.04318362
65,53187.29496219165,3457.476888914954,183893843.11568043,169415363.76815182
66,53205.6979557073,3186.8177461545165,169557203.67338789,169245177.2989057
67,53133.86558166183,3185.260011598282,169245177.29890567,169245177.2989057
68,53133.86558166183,3185.260011598282,169245177.2989057,169245177.2989057
69,53178.93164208644,3213.4220320365466,170897772.94067875,169245177.2989057
70,54179.30833467746,4072.6860519006464,229005091.4603085,169245177.2989057
71,53126.305675610856,3185.260011598282,169221097.03247008,169004374.6345496
72,53103.08029416388,3185.260011598282,169147118.15369296,169004374.6345496
73,53041.03453971168,3168.355971611933,168055500.1353001,159515629.64205438
74,52991.18012552933,3088.850702263256,163760855.22080213,159091117.96846008
75,53801.24417379522,3953.7013470899647,221170124.70889512,159091117.96846008
76,52660.05441847446,3016.2196117347894,158834288.89202395,157127435.23704526
77,53284.62004099313,3921.9127717123424,217640153.77853984,157127435.23704526
78,52094.162714721184,3016.2196117347894,157127435.23704526,157127435.23704526
79,52094.16271472118,3139.6862229359185,163559324.9707921,157127435.23704526
80,52117.85865420344,3030.024773264989,157926425.33369932,156017893.3291512
81,51793.30796579328,3054.2891352507795,158214694.9935472,156017893.3291512
82,51834.40714154142,3079.3564150975308,159609788.8832387,156017893.3291512
83,51867.62174416172,3075.9138180444997,159531898.59647387,156017893.3291512
84,51884.895910838284,3067.59825939628,159180434.30635172,156017893.3291512
85,51742.97351533951,3016.2196117347894,156068171.4864408,155374376.57126674
86,51512.95216262539,3026.231192067661,155890102.63002625,155374376.57126674
87,52690.45839441507,3983.398221418362,219151166.60994238,155374376.57126674
88,51520.62193434016,3023.5614419955027,155776272.73975724,155374376.57126674
89,51541.760969342344,3034.8891957525198,156431883.07401043,154228861.57705995
90,51077.80351383254,3054.873547210512,156038370.82656014,152687143.2848493
91,51748.52809689685,4071.050995853034,219895055.53409457,152687143.2848493
92,50598.614816098554,3057.051017723833,154684200.55443805,151729098.79100794
93,50304.39368562437,3046.2590229952107,153240213.16113657,151729098.79100794
94,51444.73175228913,4004.8370739395846,214282448.48222432,151111122.03653213
95,50259.27049725489,3012.9401971942643,151428176.36283904,150741031.55088136
96,51137.94218310943,3969.8632467510092,212121571.50120434,150741031.55088136
97,50130.72063703511,3067.2930080970996,153797523.5580527,150741031.55088136
98,50130.30261618192,3095.518047202706,155171073.27131066,150741031.55088136
99,50127.9249358186,3083.8244326116564,154636561.50326222,150741031.55088136
100,50059.21734504068,3039.4185839555284,152150173.80049777,150741031.55088136
101,50146.96227723764,3128.6965144677147,157015221.81283578,150741031.55088136
102,50031.205959964194,3047.6317827947582,152476693.41513738,150741031.55088136
103,50055.2401599649,3155.947453942543,158027673.95208043,149202710.91283342
104,49665.264246449995,3012.9401971942643,149638471.0524043,149202710.91283342
105,49597.08391677063,3012.9401971942643,149433047.79645538,149202710.91283342
106,49556.500718973475,3012.9401971942643,149310773.04848167,149202710.91283342
107,49621.54170561036,3074.714080501846,152565819.56157032,149202710.91283342
