,per_it_avg_total_length,per_it_avg_max_path_length,per_it_avg_fitness,per_it_best_fitness
0,59850.367931165696,6716.046618950233,403336547.4123249,316296281.26205623
1,62675.7110328845,6630.719742004816,427486304.2477058,315704133.77512574
2,61172.37377756306,5822.575728549984,361923007.16843563,285441407.7635764
3,61173.90785627576,5563.721272785389,347265828.35903966,273990565.0711237
4,60699.629789423896,6251.353120294618,392782917.8352965,266060362.8125835
5,61331.35066524943,6097.65739105525,386139835.37329465,265065576.98242602
6,60905.445205542856,5987.617514494976,376558440.45682883,258021350.52842057
7,63386.692699394924,8448.425694030042,556750839.5424716,258021350.52842057
8,58194.197886277805,5334.9306581744995,317353696.6938259,255202449.6777043
9,59219.53575446953,6111.21052443763,373824890.6452536,253007168.0286505
10,56438.42672179015,4508.611994038865,254471959.3669364,243996983.94764805
11,59578.34349049839,6807.74726445825,422919838.7363442,243996983.94764805
12,61571.58131021063,6861.709894280783,450252319.438486,243996983.94764805
13,58934.73463950292,5964.629186062283,365017413.04992366,242544018.92785954
14,58235.65914415523,5306.44160264486,322654544.95369345,234806182.02523184
15,55825.97145460064,5193.451737784938,296305709.63894403,234587500.06645414
16,60735.362257382636,8418.295869755246,536726833.8964732,231472640.22183904
17,54982.37944845712,5272.84597005518,298356154.75397706,231462341.7124512
18,55843.58913294882,5871.924183477844,342010901.0447024,229489769.92211452
19,55959.399810761606,5912.564738459665,344732390.0840155,227053431.49820542
20,54600.675857905204,5099.213182227936,285002605.4053481,226363297.84895825
21,55004.8552594407,5080.9849015363525,287347599.85811394,226363297.84895825
22,56949.80342236792,6682.171027157427,397186374.9334871,226363297.84895825
23,55624.641688386226,5824.524209598168,336516561.4373862,226099083.60710797
24,56071.89346175585,6024.605714209299,357719077.93283284,223373026.78817952
25,54388.187589337955,5256.967249074388,294886032.63694006,223373026.78817952
26,54101.883021200934,5144.642941287047,287560556.68326104,223298024.52156556
27,58471.19307288512,7502.976865837756,464698398.6115227,223298024.52156556
28,55602.48327580321,6647.743062003312,388236321.4957713,223298024.52156556
29,54295.84225300838,5856.05480547098,330852521.14761114,222347463.8604069
30,58328.513510070894,6734.9133811701495,423244936.25763714,222347463.8604069
31,53513.745349859426,5071.004171977833,279014922.22667885,219641997.88747004
32,57766.621985644604,9185.372298821583,568756430.9385576,219641997.88747004
33,56470.1231560793,6586.425927051758,394161612.2451421,205471184.31076926
34,59923.07615802538,9197.682812332741,608237590.7893178,205086797.15799463
35,52314.50725570631,4003.845415382474,209458787.23839098,205086797.15799463
36,56797.82832896231,7251.040511280053,430341697.3787525,205086797.15799463
37,63615.39857102756,9879.582843851455,674861480.1059699,205086797.15799463
38,53536.530865642555,5002.156730750411,274753153.94003695,203455155.68450415
39,56629.82235229148,7379.8701608445535,436728370.78314275,203455155.68450415
40,57858.24748714482,8280.441927710897,498451669.24751073,203455155.68450415
41,57914.74604516504,8165.003760034936,526865110.7562965,184687121.33834636
42,57983.99443946262,8074.529671152743,511697955.49170226,184687121.33834636
43,53879.358012248274,4589.57629405736,256423295.64446545,180682937.13789007
44,66074.35654063695,11458.116735392,834061548.6924394,180682937.13789007
45,59672.21251371344,8832.03915822718,595012529.7019378,180682937.13789007
46,54929.49733912896,5372.4248959774495,310386666.87284946,180135453.7528955
47,52804.394790929706,4434.25794231506,242130193.82887584,178158001.07516098
48,56185.95781089525,6903.171460192144,408156913.8250154,177342645.68206128
49,57386.64042056409,7964.405646590063,481026661.41313916,175901075.67307723
50,58190.34356984,7837.6644207281715,503948793.6762875,175901075.67307723
51,55877.625409375,6164.588356377465,369904902.49317414,174697343.03289086
52,55333.002000998866,7098.433187558813,413166422.7442628,174697343.03289086
53,57351.4064171283,8699.159717299366,543126196.0331454,174697343.03289086
54,53898.35140022767,5447.696865059803,307744227.4073428,174697343.03289086
55,52978.32821175434,5242.6992950750955,293254636.40116215,171971903.01960137
56,53822.270638199836,5416.359961755521,303548530.9890301,171971903.01960137
57,54399.758971192685,4746.089790387663,274838131.92248774,171302676.1266734
58,54380.11631824148,6294.742430768446,359217040.2409449,169826625.29466194
59,55450.28610553313,6179.390491795326,368908912.2711958,169826625.29466194
60,53007.56087894509,5392.2396268121975,303115226.62667614,169826625.29466194
61,52197.15378124654,4452.621869899396,240849763.6150321,167209785.18299058
62,55706.48061219849,6753.316639224091,402881099.80794895,166810451.02117664
