,per_it_avg_total_length,per_it_avg_max_path_length,per_it_avg_fitness,per_it_best_fitness
0,39257.472766918945,5416.451078526737,212170460.86239204,164812633.80448288
1,40934.53442172507,4006.8493567497326,164022304.7948497,160393783.38031062
2,40376.41535552197,3878.0656122189075,156662554.3621402,124062770.45735355
3,39268.05807651571,3142.8952549669784,123416658.45232873,120366832.73235911
4,40738.91081796971,4473.335700131495,191287477.3050912,114707862.80663441
5,38577.9774754462,3104.652700778174,119864101.98183647,112902533.53318188
6,40801.05014926778,5257.5696883434985,227057174.61597,112335420.98912273
7,37534.899674026354,2979.9558522926063,111852343.9488307,110356758.62038623
8,37066.338644359006,2979.9558522926063,110456052.76631722,107611227.2901185
9,36153.99391756978,3010.3107197866834,108854910.98529668,105782390.70477022
10,36515.93903797066,3747.5838754368365,143538484.459461,105782390.70477022
11,35559.30533545079,3046.05804117379,108363707.60614474,105263440.2231993
12,37938.82279237938,4473.763782354447,184003799.68750396,105263440.2231993
13,36173.53132264988,3695.8662595677765,139071779.13694715,104118939.01008189
14,35841.75469417799,3715.089016785047,138841445.44972563,103943313.72199795
15,35707.48559625399,3761.6238372982602,140459782.06664616,103223928.1345005
16,34590.69927661918,2979.9558522926063,103078756.74425499,102437542.21014512
17,35550.26275474785,3885.216005468216,144115642.93365175,101981421.16304664
18,34438.19599814049,3129.7828899811275,107915929.3777215,101427952.22370361
19,34981.78923239272,3701.471673830098,135251066.90650544,101427952.22370361
20,37668.87855631683,5932.32879829658,251725147.51985392,101427952.22370361
21,35917.25221955359,4522.495899304427,172199602.496361,101427952.22370361
22,34006.3466751823,2979.9558522926063,101337411.78980073,100293258.73025794
23,33735.79139245777,2976.7364148103143,100422404.88937126,99585916.07142426
24,34682.52688434398,3713.939145213949,135092067.6934752,96014807.02222437
25,34931.21348665457,3667.55310430342,134768548.73519146,96014807.02222437
26,33783.706912973044,2890.4782510670243,97659680.43072836,95899039.44159299
27,34485.701047722454,3653.64590030408,132446330.04292652,93960610.6183367
28,32965.16746944373,2885.0276246110743,95113423.32479863,93932890.44017878
29,33928.44584080131,3627.2660872813335,129004219.00772667,92938013.81965822
30,35476.26051341016,3575.4762351845175,144404211.53669563,92561657.70404351
31,35728.47306015225,5193.844218229456,213286995.28446764,92561657.70404351
32,32711.39333725701,2862.6658560380192,93661772.76832192,91029766.75043072
33,33381.80787236364,3671.3860340984174,127685672.05539052,91029766.75043072
34,33000.980432551056,3563.7785744595226,123265839.97981195,90579525.4241443
35,34631.89526389211,5106.934260865884,204226570.71724188,89185761.35105585
36,31871.16375583015,2812.251754090833,89629736.17724952,87801311.79035212
37,31359.513750927534,2820.9507235872456,88468264.13527283,87801311.79035212
38,32321.40070738452,3621.846920898917,123088805.85667339,87801311.79035212
39,34077.000862815585,5068.136551102945,187448360.79942545,86886799.43539473
40,31674.956579113255,2961.7820634810632,93992377.78288753,86886799.43539473
41,32420.72049184722,3556.6137923854017,121075788.34641843,86886799.43539473
42,31383.98185538063,2871.7437665066773,90169342.61822096,86156242.83127457
43,32810.35954329351,4175.995282714853,147377616.1198774,86156242.83127457
44,31040.510945746733,2785.3593617776346,86458977.75709681,86156242.83127457
45,31920.90394504635,3481.5193265676376,116312254.19612435,85727288.89341538
46,31152.798699209583,2848.5424621901802,88795221.05301173,84919690.81666297
47,30803.330731476723,2905.823497005763,89657858.39959064,84183294.06542194
48,31336.719404095515,3569.8806302655566,119217473.01667838,84183294.06542194
49,30482.826165786555,2960.6379326817187,90436086.67411765,84183294.06542194
50,30373.17936550975,2790.2494691313545,84753342.85997567,79682683.08612835
51,30107.170188382897,2657.682842562982,80015972.67943902,79682683.08612835
52,31956.023136113847,4251.4866635745475,148069533.9905123,75802536.7879612
53,34439.78894219518,5517.6017335003025,231205189.89619645,75044787.46655987
54,30427.897058104787,3291.0079965596647,106243169.25294818,74414274.15232414
55,31940.69629538431,4816.622007818878,181279493.53901476,73242658.69857906
56,29885.456375772665,3332.9307057305546,106323102.12987934,73242658.69857906
57,30184.72696901097,3219.045709464333,102298850.85296674,73242658.69857906
58,29084.127061422023,2543.34405441417,73970750.17328665,73242658.69857906
59,29008.434499426156,2541.2695121385077,73718250.18825856,73051858.12714788
60,29976.50617043092,3368.680303502225,107455886.69009796,73051858.12714788
61,30969.447957054857,4161.022065557387,140344021.08776563,73051858.12714788
62,31022.496241033386,4005.2512643799723,133842441.85424522,73051858.12714788
63,29988.44180632786,3553.0481461856893,113059443.68913972,73051858.12714788
64,30020.00716366784,3381.134139693169,106659950.91152613,73051858.12714788
65,28862.64369111263,2541.2695121385077,73347756.45194139,72753036.7870816
66,28835.975393171604,2589.7494506490248,74702304.11728938,72753036.7870816
67,28977.6097392069,2715.640383092471,78883980.42652644,72753036.7870816
68,29019.847925242426,2540.737224911855,73731504.33572836,72753036.7870816
69,28948.29345555364,2629.322100017894,76192968.31268272,72753036.7870816
70,28888.335125506237,2644.5022069738234,76582234.98005673,72753036.7870816
71,28956.091410433688,2616.671214123004,75817689.54097785,72753036.7870816
72,29771.607465990666,3351.845117066104,106408222.80582216,72753036.7870816
73,31314.73301683888,4715.024208536743,161012315.95140773,72654234.08665474
74,29694.661946635773,3292.597346362785,103346170.42675082,72654234.08665474
75,29787.45347143949,3476.441987274325,110143171.10690978,72355706.36331497
76,28770.85771653391,2569.3440372735154,73941678.13201576,72355706.36331497
77,30820.438268803002,4342.189880916747,157241729.80680948,72355706.36331497
78,30410.39859084756,4118.330397718602,136882949.07261986,72355706.36331497
79,29610.4366258042,3361.2573469801473,105411441.61621538,72355706.36331497
80,31286.822054177755,4916.836056105749,169207119.27251482,72355706.36331497
81,29559.96326610708,3278.8489994857796,102226549.17637043,71771126.30840509
82,28623.714782278104,2753.3205001843016,79027672.29569577,71771126.30840509
83,30251.83799916415,4114.785810751731,136945211.15467072,71771126.30840509
84,30801.087445711262,4389.479950593867,147365477.4249143,71708472.58742249
85,30250.567716279642,4162.122202740633,136479006.05565915,71708472.58742249
86,30222.4526174389,4089.952364656428,134844966.94770178,71708472.58742249
87,29412.53083597959,3502.330702194367,109643164.54624645,71708472.58742249
88,29306.101311348797,3306.5126705140474,103356974.52173713,71708472.58742249
89,28453.236088142963,2541.2695121385077,72307341.39247687,71708472.58742249
90,29284.781929548546,3361.302112032866,104720176.44250122,71708472.58742249
