,per_it_avg_total_length,per_it_avg_max_path_length,per_it_avg_fitness,per_it_best_fitness
0,59330.33990071963,7032.077642328395,416895132.17175627,254741961.6823517
1,62261.11253460245,4199.335802810196,261510142.111367,252623558.8831237
2,63641.47534780876,5622.62795867161,370450079.4977821,245108994.62363213
3,61014.861655583736,4158.403262487774,253724721.9141431,241999366.82495326
4,60200.40531439569,4040.138128271924,243218021.31363028,231166635.30430195
5,59814.93925281304,3995.3421550038647,238986332.11022258,227847760.65366688
6,63358.04106083375,6397.165913436526,423401064.80376816,223871223.80504194
7,62482.93241074644,6323.860316761884,413112989.8738075,214885247.36045143
8,61502.77780923145,5327.626466558313,341508600.2309555,211992286.97418168
9,60371.015408010615,4382.284132155668,271385816.59859025,211992286.97418168
10,60411.344825200315,4768.643470163108,295348453.237789,211992286.97418168
11,60398.5768889342,4627.8736153116815,288824603.83971363,211590788.25276032
12,60155.49067933654,4556.975909088325,282369798.0958721,205790192.841123
13,60210.490202474524,4616.931076981446,287130653.06249946,205790192.841123
14,61134.72810937078,5321.948969085263,340714767.85202146,198548289.03549537
15,60990.63099299107,5262.068429562709,335980500.2482883,197346148.5507854
16,59602.14967199444,4461.663466163543,274446323.82132334,197346148.5507854
17,60596.66440973544,5219.512029918662,331011774.7236277,197127898.50747916
18,61874.41632289445,5905.016604855014,382716053.0683046,196932097.91138083
19,62657.50108204836,6169.843775435975,412818089.3567785,188812683.71600384
20,58608.20566449923,3363.698925058804,197135526.29502088,188294891.40846178
21,60511.996772579136,5072.299633817643,320846536.70676243,188294891.40846178
22,59744.696971046564,4408.945144917596,272162839.97531974,188294891.40846178
23,59537.7846256388,4310.312245442618,262874640.53092104,188294891.40846178
24,60594.72188220918,5150.491321291423,327503855.28630334,188294891.40846178
25,58409.11538645359,3484.504538974569,203457248.4145401,185508780.94900635
26,59655.50360725024,4224.175291962487,259557784.99211764,178609462.52196717
27,62101.761533305085,5028.617846019047,333634711.67312783,178609462.52196717
28,59874.3286230433,4202.192233446198,260340638.9720327,177203623.39255968
29,58658.57215170455,3137.27301794665,184035285.7843171,177203623.39255968
30,59524.4549746176,4071.170099541099,251423086.04762492,175809431.45779744
31,59024.36592256068,4122.9060148599,251832334.35700408,167755192.79027435
32,57680.085927639484,3078.606281416185,177626904.5952205,159028285.99704382
33,58632.05186880663,4163.632694246144,251969713.04286963,159028285.99704382
34,58764.29103101358,3991.6745340858433,242574547.61845905,159028285.99704382
