,per_it_avg_total_length,per_it_best_total_length,per_it_best_max_car_length,per_it_best_min_car_length,per_it_avg_max_path_length,per_it_avg_fitness,per_it_best_fitness
0,60385.80517204505,56591.28614911609,4266.820810009222,0.0,6526.18619202011,394137673.9591599,241464877.4062352
1,56613.33842519558,56591.28614911609,4266.820810009222,0.0,4316.840611774227,244390340.5030808,241464877.4062352
2,56618.12456864605,55892.89128234698,4266.820810009222,0.0,4307.3862417155715,243883554.27777863,238484951.65510115
3,55988.895426783034,55810.74269002483,4266.820810009222,0.0,4269.6720924605925,239056922.13466033,238134438.33186805
4,56213.65600295926,55810.74269002483,3850.9312218222153,0.0,4241.129089530548,238449376.53659195,214923331.5381026
5,55923.15321486181,55810.74269002483,3850.9312218222153,0.0,3851.5742443578106,215392160.15873957,214923331.5381026
6,55896.75500394365,55810.74269002483,3380.1423804300875,0.0,3803.852337683003,212627051.55440664,188648256.64983165
7,57214.990147414304,55608.78890537548,3380.1423804300875,0.0,4421.42663675018,261958653.00587082,187965624.10345012
8,55669.081087555154,55608.78890537548,3271.8254829017237,0.0,3453.2678298173064,192247890.14376152,181942252.61391014
9,55570.4200233654,55171.925311361614,3271.8254829017237,0.0,3285.079480696688,182554459.8718678,180512911.17446354
10,55291.2533658583,55036.46729099497,3271.8254829017237,0.0,3492.8685572615605,193275258.350666,180069716.17156455
11,55046.674597367804,55036.46729099497,3271.8254829017237,0.0,3345.869343813172,184178225.22581893,180069716.17156455
12,55224.3313102872,54189.60866230974,3271.8254829017237,0.0,3271.8254829017237,180684374.45720524,177298942.52981701
13,54329.72140251151,54183.33051717606,3271.8254829017237,0.0,3405.0187048125854,184997293.48775014,177278401.53458327
14,55294.352292740856,54183.33051717606,3271.8254829017237,0.0,4236.9549907693245,242339644.6067933,177278401.53458327
15,55249.38846054111,54183.33051717605,3271.8254829017237,0.0,4308.445013453094,246625458.65108448,177278401.53458324
16,54183.33051717606,54183.330517176044,3271.8254829017237,0.0,3297.3904452534307,178663596.33934495,177278401.5345832
17,54186.22587904216,54183.330517176044,3157.3841960375353,0.0,3260.381354215305,176667793.6462217,171077591.46360993
18,55315.19390401017,54183.330517176044,3102.042281511195,0.0,4399.843727043305,252512348.55602416,168078982.21737593
19,54212.644233645,53802.0116960149,3102.042281511195,0.0,3172.071103538592,171964309.4149298,166896115.11139807
20,53871.49070543264,53802.01169601489,3102.042281511195,0.0,3148.4743814643616,169609782.32104018,166896115.11139804
21,54879.94306365977,53684.6043086408,3102.042281511195,0.0,4122.8723529849885,235280792.42839694,166531912.43160185
22,53873.880842106104,53684.6043086408,3102.042281511195,0.0,3234.909720364529,174450436.47401172,166531912.43160185
23,53611.65078170008,53114.45899397203,3102.042281511195,0.0,3198.5773324090856,171488053.51581413,164763297.55889383
24,53135.10769239301,53114.45899397203,3102.042281511195,0.0,3133.5087485735103,166498675.0689204,164763297.55889383
25,53187.10793577465,53114.45899397203,3102.042281511195,0.0,3140.0658800158717,167008260.5116525,164763297.55889383
26,53182.4651926889,53114.45899397203,3102.042281511195,0.0,3102.042281511195,164974255.66271842,164763297.55889383
27,53178.8141870672,52955.06903923358,3102.042281511195,0.0,3104.2238949263137,165078805.30518788,164268863.180047
28,52984.49655748452,52955.06903923358,3102.042281511195,0.0,3102.042281511195,164360148.58590138,164268863.180047
29,53010.4717557178,52955.06903923358,3102.042281511195,0.0,3179.3297929067294,168576309.63172886,164268863.180047
30,52955.06903923359,52955.06903923358,3102.042281511195,0.0,3160.5575180240403,167367541.5694318,164268863.180047
