,per_it_avg_total_length,per_it_best_total_length,per_it_best_max_car_length,per_it_best_min_car_length,per_it_avg_max_path_length,per_it_avg_fitness,per_it_best_fitness
0,59682.352309655726,58223.66179271737,5602.74354133978,0.0,6835.2531124932675,407479465.6390132,326212245.06229895
1,59473.52953097857,58223.66179271737,5602.74354133978,0.0,6263.192847683679,378483848.3918135,326212245.06229895
2,58402.2534247649,58223.66179271737,5602.74354133978,0.0,5636.719754250434,329193336.8579788,326212245.06229895
3,58396.70014254264,58120.064293122254,5602.74354133978,0.0,5689.072738027056,332269953.3210179,325631814.84054345
4,59299.0939706753,57860.0470278358,5602.74354133978,0.0,6282.981730189374,378782714.6412196,324175004.7868229
5,61141.808183384106,57646.297971983615,5602.74354133978,0.0,7676.399055000955,484845328.4150222,322977423.64467967
6,57652.937602520535,57185.01471699997,5295.322930871069,0.0,5610.3164792505295,323480125.9175283,302813119.7331295
7,58506.07678419567,56899.62127106065,5148.147620298383,0.0,6103.82402490167,363677501.5060972,292927649.84249014
8,56866.64929493354,56719.509096259215,5148.147620298383,0.0,5148.147620298383,292757905.2420548,292000405.77839935
9,56830.76082385237,56379.16794395324,5148.147620298383,0.0,5148.147620298383,292573146.09506214,290248279.28506577
10,58601.75196265982,56379.16794395323,5148.147620298383,0.0,6459.3935837406125,389067305.78708714,290248279.2850657
11,56378.8978009142,56379.16794395323,5062.710327538471,0.0,5122.516432470409,288801823.50566584,285431395.8078779
12,59479.95548047775,55941.92342869829,5062.710327538471,0.0,7134.04494224439,439639177.6790039,283217753.4848372
13,55947.63220824303,55941.92342869829,4949.3082815658045,0.0,5051.3701229412045,282612262.5247499,276873824.9123765
14,55915.68616263573,55168.41105697175,4949.3082815658045,0.0,4949.3082815658045,276743968.59416753,273045473.72509676
15,56502.798646831085,54799.64581808955,4949.3082815658045,0.0,5661.687395425642,326620635.2318609,271220340.8743435
16,56837.92680791944,53838.114663891065,4949.3082815658045,0.0,6347.503548220297,372850553.93251294,266461426.76988542
17,53989.19021642943,53887.43403738182,4921.817356267005,0.0,4975.662468906691,268625027.97690237,265224108.12987924
18,53919.2145308988,53351.91028248615,4682.833605659899,0.0,4897.918981206295,264105501.95232558,249838118.39697805
19,56533.346903780635,53081.150374430414,4682.833605659899,0.0,6776.437556927604,398463279.89638215,248570194.80046928
20,53027.907305164284,52466.37304498043,4682.833605659899,0.0,4682.833605659899,248320866.3664414,245691294.86212304
21,54856.48547442362,53148.07921447104,4386.293601371333,0.0,6101.567056740344,347504558.2866653,233123079.7836111
22,55511.32584687737,53148.07921447105,4241.635843817552,0.0,5980.482051339104,346335659.9991834,225434797.826155
23,54396.51274184817,53148.07921447104,4241.635843817552,0.0,5028.305401821215,280629913.7636608,225434797.82615498
24,54282.44346053044,52998.10322428318,4241.635843817552,0.0,4938.968307280023,274861717.95254356,224798654.2904621
25,54196.40064180299,52998.103224283186,3848.8179741784284,0.0,5149.94099006838,286314143.44014746,203980052.28698483
26,54102.02203113244,52170.466459467956,3848.8179741784284,0.0,4668.997736979652,260518638.10421094,200794629.0304731
27,53212.05531773012,51682.03980309103,3848.8179741784284,0.0,4676.523552011484,257002680.74029532,198914763.7363417
28,51746.52477997521,50980.10675984776,3679.3566702054172,0.0,3828.452342510734,198119722.41436833,187573995.85463014
29,54359.32908437023,50980.10675984776,3679.3566702054172,0.0,5989.414028453159,343859173.7505683,187573995.85463014
30,52404.47731243748,51031.41993583293,3633.6708334243,0.0,4565.60159418609,246970893.54903302,185431382.20906347
31,52260.58234680961,50933.42516803022,3633.6708334243,0.0,4534.916797857224,244766986.81678072,185075301.47947058
32,54578.36662005191,50801.735334440884,3633.6708334243,0.0,5517.753605341494,351017162.09742737,184596783.9720985
33,52243.647851623624,50669.97968584014,3633.6708334243,0.0,4567.7308870690695,249166129.54762068,184118027.3146391
34,52099.904277173046,50669.97968584013,3633.6708334243,0.0,4522.974115132861,242907751.36910677,184118027.31463906
35,52114.74822492367,50669.97968584013,3633.6708334243,0.0,4615.885172234368,248015312.45366463,184118027.31463906
36,54058.609853349175,50669.97968584013,3633.6708334243,0.0,5481.805977035942,316960059.44099826,184118027.31463906
37,51833.28337982683,49739.27986675021,3633.6708334243,0.0,4458.516443961382,239195828.8648769,180736170.5273387
38,54668.98904492935,49739.27986675021,3633.6708334243,0.0,7276.238439980169,437589558.7340269,180736170.5273387
39,51140.69939676094,49739.27986675019,3633.6708334243,0.0,4377.850384298337,230408731.6756336,180736170.52733868
