,per_it_avg_total_length,per_it_best_total_length,per_it_best_max_car_length,per_it_best_min_car_length,per_it_avg_max_path_length,per_it_avg_fitness,per_it_best_fitness
0,59222.171656151535,57488.397723662085,5032.683625963821,0.0,7055.147602060126,418740357.2893254,289320917.90677
1,57498.43325347132,57432.48828099421,5032.683625963821,0.0,5032.683625963821,289371423.5533188,289039543.3701186
2,57507.778711830244,57432.4882809942,5032.683625963821,0.0,5111.778008970605,293961043.5137085,289039543.37011856
3,57513.48300994417,57432.4882809942,4294.249280697946,0.0,4958.840191437234,285206152.0282179,246629421.48935255
4,57313.49373272486,56751.97196384363,4294.249280697946,0.0,4330.5500215568345,248203271.11000958,243707114.7839255
5,56647.87574287444,56135.467017300565,4191.64631791581,0.0,4283.988984419731,242684133.13859183,235300023.6275523
6,56080.312826494606,55778.06480226651,4191.64631791581,0.0,4201.250534887076,235607973.97176036,233801919.94888985
7,55828.01666637075,55702.01927651707,4191.64631791581,0.0,4191.64631791581,234011300.49613532,233483164.00088826
8,57032.99320997672,55671.20163671553,3919.085435920127,0.0,4934.83752747717,288683425.01967406,218180195.53462458
9,55643.32857847885,55671.20163671553,3719.3373840414215,0.0,3949.4329521763293,219760441.3347072,207059981.46194404
10,56669.5893697327,55230.39196356515,3719.3373840414215,0.0,4508.135943225662,261821374.47262987,205420461.56534874
11,55273.65658191815,54861.35322519091,3719.3373840414215,0.0,3724.3662705842316,205857749.26486987,204047881.98955396
12,55942.02995683784,54861.35322519091,3622.3750532974564,0.0,4674.870544135006,270445046.76683223,198728397.31307152
13,55846.30411762436,54455.10230631587,3509.6920606703065,0.0,4481.1362226146,258505628.7835363,191120640.2274661
14,54455.10230631587,54455.10230631587,3509.6920606703065,0.0,3509.692060670307,191120640.22746614,191120640.2274661
15,54701.683197290695,54455.10230631587,3509.6920606703065,0.0,3509.692060670307,191986063.22283345,191120640.2274661
16,54574.27309186214,54455.10230631587,3509.6920606703065,0.0,3516.6017104655393,191920764.53422052,191120640.2274661
17,54531.58534759133,54027.5130660094,3509.6920606703065,0.0,3516.775779017188,191777398.10065648,189619933.66553444
18,54251.255921889446,54027.5130660094,3509.6920606703065,0.0,3603.78489828287,195579177.1694135,189619933.66553444
19,55117.04286268912,53532.74204298687,3509.6920606703065,0.0,4456.938919226743,254809801.58550572,187883439.73418257
20,54632.146502581796,53532.74204298687,3509.6920606703065,0.0,4507.131368893421,254774255.64988756,187883439.73418257
21,53627.24224266668,53461.464536693275,3509.6920606703065,0.0,3541.027181224022,189892561.26021856,187633277.63623953
22,54635.818914438656,53461.464536693275,3509.6920606703065,0.0,4438.233925585817,251778987.93964314,187633277.63623953
23,53681.29039217062,53461.464536693275,3509.6920606703065,0.0,3541.592383393785,190129600.1885629,187633277.63623953
24,53576.11157440866,53461.464536693275,3509.6920606703065,0.0,3509.692060670307,188035653.43428856,187633277.63623953
25,53545.235689260204,53461.464536693275,3509.6920606703065,0.0,3559.180283442827,190573001.45205396,187633277.63623953
26,53521.132554765,53427.22260728825,3509.6920606703065,0.0,3531.6535619628094,189016788.0280635,187513099.00846466
27,53417.47920267173,53427.222607288255,3436.9160281444965,0.0,3591.5653042766135,191850616.06923983,183624877.718233
28,53554.16459090206,52978.89234748239,3436.9160281444965,0.0,3447.46636691466,184625955.0508972,182084004.26240402
29,54171.80350911142,52978.89234748239,3436.9160281444965,0.0,4348.374916525661,243342607.8866695,182084004.26240402
30,53008.87473853757,52611.133573452884,3436.9160281444965,0.0,3436.9160281444965,182187051.22278365,180820048.23745126
31,52623.46625002348,52611.13357345288,3436.9160281444965,0.0,3521.7001055260725,185323021.03125077,180820048.23745123
32,53686.73089249106,52611.13357345288,3436.9160281444965,0.0,4337.346342700895,241253190.0482944,180820048.23745123
33,52665.956313541115,52611.13357345287,3436.9160281444965,0.0,3456.8615778061894,182058667.3574238,180820048.2374512
34,53855.08903317321,52611.13357345288,3301.193762935514,0.0,4447.507657204247,249280327.0324778,173679546.01364985
35,52961.58984593415,52611.13357345288,3301.193762935514,0.0,3501.6080385275645,185669960.61024687,173679546.01364985
36,53666.86957625295,52611.13357345288,3243.5169155826907,0.0,4238.97885107673,236150946.13767472,170645101.69347483
37,52604.49320163458,52286.11681087131,3243.5169155826907,0.0,3243.5169155826907,170623563.53515643,169590904.32619357
38,52443.83526695791,52286.11681087131,3243.5169155826907,0.0,3346.955615695363,175588754.20623192,169590904.32619357
39,52286.11681087131,52286.11681087131,3243.5169155826907,0.0,3243.5169155826907,169590904.32619357,169590904.32619357
40,52286.11681087131,52286.11681087131,3243.5169155826907,0.0,3326.468523724138,173928121.7991269,169590904.32619357
41,52404.751346077384,52286.11681087131,2917.2203051461756,0.0,3250.174917661476,170323818.5223252,152530121.6379186
42,53565.309696715965,52286.11681087131,2917.2203051461756,0.0,3949.6345820505317,220457078.5599084,152530121.6379186
43,52419.043473551494,52286.1168108713,2902.949620944406,0.0,3038.7463322255453,159278688.6386171,151783962.97677377
44,53360.11543963898,51977.91532968304,2902.949620944406,0.0,3989.222202022537,221155056.28662342,150889269.60378382
45,51977.91532968303,51977.91532968303,2902.949620944406,0.0,2902.9496209444055,150889269.6037838,150889269.6037838
46,52145.6004732139,51977.91532968303,2902.949620944406,0.0,2958.4009946596093,154264774.36716142,150889269.6037838
47,51852.86470528493,51256.42308560561,2902.949620944406,0.0,2957.7304551625225,153373647.50376707,148794813.9673249
48,51451.34359282626,51256.42308560561,2902.949620944406,0.0,2982.4552425677502,153514978.41770503,148794813.9673249
49,51377.98995320006,51256.42308560561,2902.949620944406,0.0,2970.5835070931944,152633408.16362813,148794813.9673249
50,51343.22555340057,51256.42308560561,2902.949620944406,0.0,3180.0827968716158,163326719.17575055,148794813.9673249
51,51397.49989264869,51256.42308560561,2902.949620944406,0.0,3022.2584148118185,155431559.60286376,148794813.9673249
52,51368.49788310646,51194.39399160681,2902.949620944406,0.0,2902.9496209444055,149120161.45824742,148614746.63241357
53,51154.50212813783,50795.47535691693,2902.949620944406,0.0,3041.8852291368844,155611666.82774678,147456705.93305293
54,50956.998996233655,50795.47535691693,2902.949620944406,0.0,2973.578857345304,151513246.55766067,147456705.93305293
55,50884.61688345405,50795.47535691693,2902.949620944406,0.0,2902.9496209444055,147715479.2937243,147456705.93305293
56,52070.72783851152,50795.47535691693,2902.949620944406,0.0,4000.819296200602,217956564.01875132,147456705.93305293
57,52075.00266941268,50795.47535691693,2902.949620944406,0.0,3892.4290760615536,211420505.38005626,147456705.93305293
58,52033.691423789496,50795.47535691693,2902.949620944406,0.0,4002.033539935141,217588607.76116824,147456705.93305293
59,50868.493163168125,50795.47535691693,2902.949620944406,0.0,3051.4850271116784,155213599.50963137,147456705.93305293
60,50864.945293929624,50795.47535691693,2902.949620944406,0.0,2975.109018613587,151323744.56644586,147456705.93305293
61,50827.97254697776,50795.47535691693,2902.949620944406,0.0,2902.9496209444055,147551043.63862175,147456705.93305293
62,50884.86864805043,50795.47535691693,2902.949620944406,0.0,2979.8765710365033,151628855.53765765,147456705.93305293
63,50995.154193173286,50795.47535691693,2902.949620944406,0.0,3029.46139419346,154535118.46833387,147456705.93305293
64,50926.94080802165,50795.47535691693,2899.7241009854656,0.0,2975.629300449439,151544159.38803273,147292864.11346534
65,50867.62458132468,50795.47535691693,2899.7241009854656,0.0,2939.87106718047,149541361.19036123,147292864.11346534
66,50952.903698659255,50795.47535691693,2899.7241009854656,0.0,2968.225398366657,151232436.3053628,147292864.11346534
67,50925.78625221711,50779.55927237659,2899.7241009854656,0.0,2900.3532286135037,147703265.31912124,147246711.85953036
68,52092.19397967302,50683.66273162284,2899.7241009854656,0.0,3856.9811507412574,209932827.79354733,146968638.3491056
69,51816.02972553445,50683.66273162284,2899.7241009854656,0.0,3789.033310402169,204206714.4265126,146968638.3491056
70,50811.03144239729,50516.98615559414,2899.7241009854656,0.0,2919.269802472287,148336472.30861637,146485322.2645254
71,51713.139192106515,50516.98615559414,2899.7241009854656,0.0,3922.2532230189586,211552206.05172238,146485322.2645254
72,50486.87844789789,50161.82577879303,2899.7241009854656,0.0,2899.7241009854656,146398018.2188932,145455455.16020015
73,50312.506699122685,49761.63046344233,2899.7241009854656,0.0,2989.7847487081735,150409994.77703047,144294999.15917626
74,49888.68145645976,49761.63046344233,2899.7241009854656,0.0,3048.9145466866094,152096705.92199054,144294999.15917626
75,49776.71886076922,49158.59499660546,2899.7241009854656,0.0,2953.378960354831,147008704.63305664,142546362.68224037
76,49158.59499660546,49158.594996605454,2706.3249884236593,0.0,2880.384189729285,141595639.81752747,133039134.0351116
77,49269.431514388605,49168.53552257244,2693.4509880847772,0.0,2732.9144412507517,134674702.86151487,132433040.5859542
78,50241.81291792149,49168.53552257244,2693.4509880847772,0.0,3803.274202118499,199820585.69040105,132433040.5859542
79,49224.19138952353,49087.97758613061,2693.4509880847772,0.0,2804.1389470975537,138025311.78042704,132216061.7324469
80,50244.66704022781,49087.97758613061,2693.4509880847772,0.0,3640.224407885978,191190114.45391518,132216061.7324469
81,49149.30628331703,49087.97758613061,2693.4509880847772,0.0,2995.199464649567,147199034.5966396,132216061.7324469
82,49210.04029696517,48894.35989412943,2693.4509880847772,0.0,2748.159103126811,135307333.50981027,131694561.96861562
83,49010.48182648422,48894.359894129426,2693.4509880847772,0.0,2713.204620992972,132982573.15510169,131694561.9686156
