,per_it_avg_total_length,per_it_avg_max_path_length,per_it_avg_fitness,per_it_best_fitness
0,39403.731119158205,5385.263206690964,212510384.89288926,140252090.01464194
1,38923.48244073671,3641.2053212078413,141728391.38315052,140252090.0146419
2,38901.8965773312,3680.6498967731836,143185931.78187495,139474291.55788696
3,39629.658431370386,4409.4440139169365,180767118.3004256,139474291.55788696
4,38700.840121719346,3668.931330624256,141991842.13350353,135402657.88703352
5,38639.78695705908,3637.177030075498,140539745.56722614,135402657.8870335
6,38656.16044414325,3612.15525369691,139630285.90519527,135402657.8870335
7,38743.250225846394,3720.1932405275193,144110033.22895744,130182918.0772753
8,40434.62329447648,4864.78442192737,218913047.45218444,127722908.27859192
9,38639.78695705909,3305.4765136394794,127722908.2785919,127722908.27859189
10,39583.012441534316,4150.563553990982,170298054.46604273,127722908.27859189
11,38639.78695705909,3334.191991190581,128832468.2135367,125285745.01238708
12,38747.740385984594,3248.769102473586,125881774.46898082,125285745.01238707
13,39514.07503216578,4132.190421789824,169445081.77988333,125285745.01238707
14,39477.4380684542,3833.0256610949095,155910309.74361643,123478639.00341167
15,38089.14011125134,3379.7318496361404,128730161.41362031,123222341.38432118
16,38028.19232729594,3258.7630862566084,123925967.49199884,122804448.16514434
17,37901.62921863152,3243.268241060553,122925126.86370163,122215931.1631659
18,38819.85675339556,4088.663574990808,165136622.40823627,122215931.16316587
19,37966.464005556285,3231.031199326565,122695811.71503845,106596955.38259941
20,38803.09940894417,3706.5765835402262,149801718.88506475,106596955.38259941
21,39599.373702769386,4423.646421511157,198238039.56000635,104007406.31578308
22,38785.70735004306,3606.1923652598075,145486615.51771194,104007406.31578307
23,38741.00338513408,3577.715630880989,144899686.5366552,92880823.75635917
24,37874.52206961956,2518.4506622013696,93476524.85772048,70239591.18362966
25,37837.05277781372,2449.2725685546916,73609636.58364813,69430120.62747642
26,38317.59049259997,3175.613981685795,105947561.26544741,63597565.492433354
27,37364.0032348781,2465.244261094879,68194475.78100039,63597565.49243335
28,37371.86579557554,2392.451212359947,64925356.80427788,63587032.18310833
29,37289.64387162909,2430.1611812996516,66760580.36375447,60029760.93468231
30,37786.80391593242,3173.0893153921133,101592750.00299647,59680291.01962414
