,per_it_avg_total_length,per_it_avg_max_path_length,per_it_avg_fitness,per_it_best_fitness
0,59201.7196983866,6286.124700414662,59201.7196983866,55445.99174006253
1,56602.76386436659,6619.721984239821,56602.76386436659,55004.873450579966
2,55086.266771704,6092.899087880827,55086.266771704,54523.02370710413
3,55692.99028781083,6632.391058714144,55692.99028781083,53758.75725882054
4,54030.68052462956,6092.899087880827,54030.68052462956,53111.0015681389
5,53138.76573410731,6092.899087880827,53138.76573410731,53111.0015681389
6,55280.12667959758,7218.001997615999,55280.12667959758,52422.42087758236
7,54566.27398619021,7267.161254242286,54566.27398619021,52055.35593853898
8,53372.30259793873,6687.276329827211,53372.30259793873,51141.40408620968
9,52174.49580861128,6626.445014921432,52174.49580861128,50573.12928981102
10,51803.680771406405,6738.661855721601,51803.680771406405,50556.41151272762
11,50683.72770824873,6092.899087880827,50683.72770824873,50261.72363135086
12,50501.036306581955,6126.783180605776,50501.036306581955,49924.27801382635
13,50161.52570851281,6092.899087880827,50161.52570851281,49565.01434126389
14,51106.86435376201,6674.592273733184,51106.86435376201,48794.29836249663
15,50207.98237811332,6397.308707402673,50207.98237811332,48794.29836249663
16,49030.85324985352,5802.250443608858,49030.85324985352,48309.72202979788
17,50620.95383499857,6929.047341129417,50620.95383499857,48174.18224671207
18,49559.97225823936,6154.3852804653725,49559.97225823936,47401.283806552456
19,47605.83921200216,5526.1946954485775,47605.83921200216,47176.85015736153
20,48450.714490697275,6276.755583861791,48450.714490697275,47176.85015736153
21,47473.66856306656,5596.651893183553,47473.66856306656,47023.400161334735
22,49281.34508400776,7003.325594448514,49281.34508400776,47023.400161334735
23,48560.95390889056,6515.471278681356,48560.95390889056,46479.0469040713
24,46858.790411079026,5974.995359590481,46858.790411079026,46201.95436300942
25,46689.44028148071,5981.485385268834,46689.44028148071,46201.95436300942
26,47345.73628148367,6494.478011229502,47345.73628148367,46201.95436300942
27,47718.38264403875,6497.900548337074,47718.38264403875,46001.84273030766
28,46195.25383916561,5910.484923395792,46195.25383916561,45324.93635681577
29,45829.001838420256,5910.484923395792,45829.001838420256,45324.93635681577
30,46676.719783228444,6498.900973572576,46676.719783228444,45262.430108681816
31,47449.80601177857,7083.468163404056,47449.80601177857,45202.23069000074
32,45984.150782453566,5910.484923395792,45984.150782453566,45202.23069000074
33,45559.46901809788,6015.974313535324,45559.46901809788,44887.74005852492
34,46174.385410359755,6557.859074152885,46174.385410359755,44678.51177443885
35,48127.88930329595,7716.000382485235,48127.88930329595,44678.51177443885
36,45217.1061575192,5910.484923395792,45217.1061575192,44678.51177443885
37,44944.513769175726,5911.096334797515,44944.513769175726,44524.82894141209
38,48269.55792772026,7657.44441602162,48269.55792772026,44524.82894141209
39,44954.1329509834,5960.825585124652,44954.1329509834,44524.82894141209
40,46247.70926950569,6507.403977976386,46247.70926950569,44524.82894141209
41,46075.09011278863,6562.728603339436,46075.09011278863,44524.82894141209
42,46015.78928354524,6392.232204292174,46015.78928354524,43872.85795915944
43,45665.16587359943,5701.733847551048,45665.16587359943,43872.85795915944
44,46341.70003203315,6338.049370090573,46341.70003203315,43745.90793872781
